Cow_id, Pixel_id, times of visiting back to pixel, Interval days,Vegetation class,Northing,Easting
14539,2275,1,0,1,,5133259.3,435068.6
14539,3301,1,0,3,,5133574.3,434858.6
14539,1253,1,0,4,,5132899.3,434708.6
14539,230,2,1,3,,5132449.3,434678.6
14539,232,2,3,4,,5132449.3,434708.6
14539,233,1,0,4,,5132449.3,434723.6
14539,3308,1,0,1,,5133574.3,434963.6
14539,1265,1,0,2,,5132899.3,434888.6
14539,2290,1,0,2,,5133274.3,434633.6
14539,245,1,0,2,,5132464.3,434543.6
14539,1272,1,0,3,,5132899.3,434993.6
14539,1273,2,11,3,,5132899.3,435008.6
14539,1274,1,0,4,,5132899.3,435023.6
14539,2305,1,0,4,,5133274.3,434858.6
14539,261,3,6,2,,5132479.3,434423.6
14539,1285,1,0,4,,5132914.3,434603.6
14539,1286,1,0,4,,5132914.3,434618.6
14539,3334,1,0,1,,5133589.3,434498.6
14539,1287,1,0,4,,5132914.3,434633.6
14539,265,1,0,4,,5132479.3,434483.6
14539,3337,1,0,1,,5133589.3,434543.6
14539,1290,1,0,4,,5132914.3,434678.6
14539,2319,1,0,1,,5133274.3,435068.6
14539,1296,1,0,2,,5132914.3,434768.6
14539,2321,1,0,1,,5133274.3,435098.6
14539,1301,1,0,2,,5132914.3,434843.6
14539,3350,1,0,2,,5133589.3,434738.6
14539,1303,1,0,2,,5132914.3,434873.6
14539,281,1,0,4,,5132479.3,434723.6
14539,3354,1,0,3,,5133589.3,434798.6
14539,2332,1,0,1,,5133289.3,434588.6
14539,2333,1,0,2,,5133289.3,434603.6
14539,3360,1,0,3,,5133589.3,434888.6
14539,2336,2,14,2,,5133289.3,434648.6
14539,3361,2,5,3,,5133589.3,434903.6
14539,2337,1,0,2,,5133289.3,434663.6
14539,2339,1,0,3,,5133289.3,434693.6
14539,3367,1,0,2,,5133589.3,434993.6
14539,3369,1,0,4,,5133589.3,435023.6
14539,2347,2,8,4,,5133289.3,434813.6
14539,1324,1,0,4,,5132929.3,434603.6
14539,1331,1,0,4,,5132929.3,434708.6
14539,311,2,2,4,,5132494.3,434783.6
14539,312,1,0,4,,5132494.3,434798.6
14539,315,2,6,2,,5132509.3,434438.6
14539,2366,1,0,1,,5133289.3,435098.6
14539,318,1,0,2,,5132509.3,434483.6
14539,320,1,0,2,,5132509.3,434513.6
14539,2374,1,0,1,,5133304.3,434543.6
14539,1352,1,0,4,,5132929.3,435023.6
14539,330,1,0,4,,5132509.3,434663.6
14539,2379,1,0,2,,5133304.3,434618.6
14539,334,1,0,4,,5132509.3,434723.6
14539,1361,1,0,4,,5132944.3,434558.6
14539,1362,1,0,4,,5132944.3,434573.6
14539,340,3,9,4,,5132509.3,434813.6
14539,3414,1,0,1,,5133604.3,434843.6
14539,343,2,11,2,,5132524.3,434453.6
14539,2391,1,0,4,,5133304.3,434798.6
14539,3416,1,0,1,,5133619.3,434333.6
14539,3417,1,0,3,,5133619.3,434348.6
14539,348,1,0,2,,5132524.3,434528.6
14539,349,1,0,2,,5132524.3,434543.6
14539,351,1,0,4,,5132524.3,434573.6
14539,352,1,0,4,,5132524.3,434588.6
14539,355,1,0,4,,5132524.3,434633.6
14539,1381,1,0,2,,5132944.3,434858.6
14539,1382,3,11,2,,5132944.3,434873.6
14539,2409,1,0,3,,5133304.3,435068.6
14539,361,1,0,4,,5132524.3,434723.6
14539,362,1,0,2,,5132524.3,434738.6
14539,1391,2,14,4,,5132944.3,435008.6
14539,368,1,0,2,,5132524.3,434828.6
14539,1392,1,0,4,,5132944.3,435023.6
14539,2421,1,0,3,,5133319.3,434573.6
14539,374,1,0,2,,5132539.3,434483.6
14539,2423,1,0,2,,5133319.3,434603.6
14539,3448,1,0,3,,5133619.3,434813.6
14539,3449,1,0,3,,5133619.3,434828.6
14539,2425,1,0,2,,5133319.3,434633.6
14539,2426,1,0,2,,5133319.3,434648.6
14539,2428,1,0,4,,5133319.3,434678.6
14539,1417,1,0,2,,5132959.3,434798.6
14539,393,1,0,4,,5132539.3,434768.6
14539,3466,1,0,1,,5133634.3,434558.6
14539,394,1,0,4,,5132539.3,434783.6
14539,1418,1,0,2,,5132959.3,434813.6
14539,395,1,0,4,,5132539.3,434798.6
14539,1420,1,0,2,,5132959.3,434843.6
14539,398,1,0,2,,5132539.3,434843.6
14539,399,3,5,2,,5132539.3,434858.6
14539,3473,1,0,1,,5133634.3,434663.6
14539,403,1,0,2,,5132554.3,434468.6
14539,1427,1,0,2,,5132959.3,434948.6
14539,2454,1,0,3,,5133319.3,435068.6
14539,407,1,0,4,,5132554.3,434528.6
14539,1433,1,0,4,,5132959.3,435038.6
14539,3481,2,1,3,,5133634.3,434783.6
14539,412,1,0,4,,5132554.3,434603.6
14539,1436,1,0,4,,5132974.3,434483.6
14539,2465,1,0,3,,5133334.3,434558.6
14539,420,1,0,4,,5132554.3,434723.6
14539,3493,1,0,1,,5133649.3,434453.6
14539,2469,1,0,2,,5133334.3,434618.6
14539,427,1,0,2,,5132554.3,434828.6
14539,431,1,0,2,,5132554.3,434888.6
14539,3503,1,0,1,,5133649.3,434603.6
14539,1460,1,0,2,,5132974.3,434843.6
14539,437,1,0,4,,5132569.3,434513.6
14539,3510,1,0,1,,5133649.3,434708.6
14539,438,1,0,4,,5132569.3,434528.6
14539,1462,1,0,2,,5132974.3,434873.6
14539,3514,1,0,3,,5133649.3,434768.6
14539,3517,1,0,3,,5133664.3,434318.6
14539,1470,1,0,4,,5132974.3,434993.6
14539,2496,1,0,3,,5133334.3,435023.6
14539,1473,1,0,4,,5132974.3,435038.6
14539,2497,1,0,3,,5133334.3,435038.6
14539,1475,1,0,4,,5132989.3,434468.6
14539,2501,1,0,3,,5133334.3,435098.6
14539,2502,1,0,3,,5133334.3,435113.6
14539,3534,1,0,1,,5133664.3,434573.6
14539,462,1,0,2,,5132569.3,434888.6
14539,463,1,0,2,,5132569.3,434903.6
14539,464,2,7,2,,5132569.3,434918.6
14539,465,1,0,4,,5132569.3,434933.6
14539,2515,1,0,2,,5133349.3,434618.6
14539,3540,1,0,1,,5133664.3,434663.6
14539,2518,1,0,2,,5133349.3,434663.6
14539,3545,1,0,1,,5133664.3,434738.6
14539,3546,1,0,1,,5133664.3,434753.6
14539,475,1,0,4,,5132584.3,434588.6
14539,3548,1,0,3,,5133679.3,434303.6
14539,2524,1,0,4,,5133349.3,434753.6
14539,477,1,0,4,,5132584.3,434618.6
14539,1502,1,0,3,,5132989.3,434873.6
14539,3551,1,0,1,,5133679.3,434348.6
14539,1505,1,0,3,,5132989.3,434918.6
14539,486,1,0,4,,5132584.3,434753.6
14539,3561,1,0,1,,5133679.3,434498.6
14539,489,1,0,4,,5132584.3,434798.6
14539,2540,1,0,3,,5133349.3,434993.6
14539,495,1,0,2,,5132584.3,434888.6
14539,2545,1,0,3,,5133349.3,435068.6
14539,498,1,0,4,,5132584.3,434933.6
14539,3571,1,0,3,,5133679.3,434648.6
14539,1528,1,0,2,,5133004.3,434663.6
14539,1530,1,0,2,,5133004.3,434693.6
14539,3581,2,7,3,,5133694.3,434333.6
14539,1533,1,0,2,,5133004.3,434738.6
14539,2557,1,0,3,,5133364.3,434543.6
14539,1535,1,0,2,,5133004.3,434768.6
14539,3585,1,0,1,,5133694.3,434393.6
14539,515,1,0,2,,5132599.3,434678.6
14539,2563,1,0,2,,5133364.3,434633.6
14539,2570,2,4,4,,5133364.3,434738.6
14539,1553,1,0,4,,5133004.3,435038.6
14539,532,1,0,2,,5132599.3,434933.6
14539,538,1,0,4,,5132614.3,434498.6
14539,3612,1,0,3,,5133709.3,434363.6
14539,545,1,0,2,,5132614.3,434603.6
14539,557,1,0,4,,5132614.3,434783.6
14539,2606,1,0,3,,5133379.3,434573.6
14539,1585,1,0,2,,5133019.3,434903.6
14539,1588,1,0,4,,5133019.3,434948.6
14539,3639,1,0,3,,5133724.3,434333.6
14539,2617,1,0,4,,5133379.3,434738.6
14539,569,2,3,4,,5132614.3,434963.6
14539,1594,2,11,4,,5133019.3,435038.6
14539,3643,1,0,1,,5133724.3,434393.6
14539,1595,1,0,4,,5133019.3,435053.6
14539,3644,1,0,1,,5133724.3,434408.6
14539,2620,1,0,2,,5133379.3,434783.6
14539,578,1,0,2,,5132629.3,434573.6
14539,2633,1,0,3,,5133379.3,434978.6
14539,2634,1,0,1,,5133379.3,434993.6
14539,587,1,0,2,,5132629.3,434708.6
14539,2635,1,0,1,,5133379.3,435008.6
14539,3660,1,0,1,,5133724.3,434648.6
14539,3661,1,0,1,,5133724.3,434663.6
14539,3663,1,0,1,,5133739.3,434288.6
14539,592,1,0,4,,5132629.3,434783.6
14539,2642,1,0,4,,5133379.3,435113.6
14539,1624,2,9,3,,5133034.3,434873.6
14539,3674,1,0,1,,5133739.3,434453.6
14539,602,1,0,4,,5132629.3,434933.6
14539,2651,1,0,3,,5133394.3,434528.6
14539,2652,1,0,1,,5133394.3,434543.6
14539,3679,1,0,3,,5133739.3,434528.6
14539,3682,1,0,3,,5133739.3,434573.6
14539,1635,2,5,4,,5133034.3,435038.6
14539,1636,1,0,4,,5133034.3,435053.6
14539,2662,2,1,4,,5133394.3,434693.6
14539,3689,1,0,1,,5133754.3,434333.6
14539,2666,1,0,2,,5133394.3,434753.6
14539,3690,1,0,1,,5133754.3,434348.6
14539,3691,1,0,1,,5133754.3,434363.6
14539,2674,1,0,1,,5133394.3,434873.6
14539,629,2,2,4,,5132644.3,434813.6
14539,2685,1,0,3,,5133394.3,435038.6
14539,3717,1,0,3,,5133769.3,434498.6
14539,1677,2,6,4,,5133049.3,435053.6
14539,1679,1,0,4,,5133064.3,434468.6
14539,3727,1,0,3,,5133784.3,434453.6
14539,1684,1,0,3,,5133064.3,434543.6
14539,2711,1,0,3,,5133409.3,434708.6
14539,665,1,0,4,,5132659.3,434828.6
14539,2714,1,0,3,,5133409.3,434753.6
14539,669,1,0,4,,5132659.3,434888.6
14539,671,1,0,4,,5132659.3,434918.6
14539,672,2,13,4,,5132659.3,434933.6
14539,674,2,1,4,,5132659.3,434963.6
14539,1707,1,0,2,,5133064.3,434888.6
14539,2738,2,1,4,,5133409.3,435113.6
14539,2739,1,0,4,,5133409.3,435128.6
14539,1717,1,0,4,,5133064.3,435038.6
14539,1718,2,3,3,,5133064.3,435053.6
14539,697,1,0,4,,5132674.3,434768.6
14539,700,1,0,4,,5132674.3,434813.6
14539,2749,1,0,3,,5133424.3,434528.6
14539,701,1,0,4,,5132674.3,434828.6
14539,2753,1,0,4,,5133424.3,434588.6
14539,1730,1,0,1,,5133079.3,434618.6
14539,1731,1,0,1,,5133079.3,434633.6
14539,2756,2,1,4,,5133424.3,434633.6
14539,709,1,0,4,,5132674.3,434948.6
14539,710,1,0,4,,5132674.3,434963.6
14539,2759,1,0,4,,5133424.3,434678.6
14539,713,1,0,4,,5132689.3,434468.6
14539,2763,1,0,3,,5133424.3,434738.6
14539,1744,1,0,1,,5133079.3,434828.6
14539,1746,1,0,2,,5133079.3,434858.6
14539,723,1,0,2,,5132689.3,434618.6
14539,1749,1,0,2,,5133079.3,434903.6
14539,726,1,0,2,,5132689.3,434663.6
14539,2778,1,0,2,,5133424.3,434963.6
14539,2780,1,0,3,,5133424.3,434993.6
14539,1757,1,0,3,,5133079.3,435023.6
14539,1759,1,0,3,,5133079.3,435053.6
14539,735,1,0,4,,5132689.3,434798.6
14539,2784,1,0,1,,5133424.3,435053.6
14539,737,1,0,4,,5132689.3,434828.6
14539,1762,1,0,2,,5133094.3,434468.6
14539,742,1,0,4,,5132689.3,434903.6
14539,744,2,12,4,,5132689.3,434933.6
14539,747,2,5,4,,5132689.3,434978.6
14539,2799,1,0,4,,5133439.3,434528.6
14539,1789,1,0,2,,5133094.3,434873.6
14539,2813,1,0,3,,5133439.3,434738.6
14539,774,1,0,4,,5132704.3,434843.6
14539,1800,1,0,3,,5133094.3,435038.6
14539,1801,2,12,3,,5133094.3,435053.6
14539,2828,1,0,4,,5133439.3,434963.6
14539,1804,1,0,3,,5133109.3,434468.6
14539,2829,1,0,4,,5133439.3,434978.6
14539,781,1,0,4,,5132704.3,434948.6
14539,786,1,0,4,,5132719.3,434483.6
14539,2837,1,0,3,,5133439.3,435098.6
14539,1821,1,0,2,,5133109.3,434723.6
14539,1831,1,0,4,,5133109.3,434873.6
14539,808,1,0,4,,5132719.3,434813.6
14539,1832,1,0,4,,5133109.3,434888.6
14539,2860,1,0,3,,5133454.3,434678.6
14539,1840,1,0,1,,5133109.3,435008.6
14539,1842,1,0,3,,5133109.3,435038.6
14539,819,1,0,4,,5132719.3,434978.6
14539,1846,1,0,3,,5133124.3,434468.6
14539,2884,1,0,1,,5133454.3,435038.6
14539,2885,1,0,1,,5133454.3,435053.6
14539,1863,1,0,2,,5133124.3,434723.6
14539,840,1,0,2,,5132734.3,434753.6
14539,2891,1,0,4,,5133454.3,435143.6
14539,848,1,0,4,,5132734.3,434873.6
14539,2900,1,0,4,,5133469.3,434513.6
14539,853,2,7,4,,5132734.3,434948.6
14539,855,1,0,4,,5132734.3,434978.6
14539,2905,1,0,3,,5133469.3,434588.6
14539,1883,1,0,1,,5133124.3,435023.6
14539,1884,1,0,1,,5133124.3,435038.6
14539,2912,1,0,3,,5133469.3,434693.6
14539,2916,1,0,3,,5133469.3,434753.6
14539,2926,1,0,1,,5133469.3,434903.6
14539,2928,1,0,4,,5133469.3,434933.6
14539,2929,2,9,4,,5133469.3,434948.6
14539,881,1,0,2,,5132749.3,434813.6
14539,1906,1,0,2,,5133139.3,434738.6
14539,884,2,1,4,,5132749.3,434858.6
14539,1913,1,0,4,,5133139.3,434843.6
14539,1915,1,0,4,,5133139.3,434873.6
14539,2946,1,0,2,,5133484.3,434423.6
14539,1926,2,1,1,,5133139.3,435038.6
14539,2950,1,0,4,,5133484.3,434483.6
14539,1928,1,0,3,,5133139.3,435068.6
14539,2958,1,0,3,,5133484.3,434603.6
14539,912,1,0,2,,5132764.3,434723.6
14539,1937,1,0,1,,5133154.3,434558.6
14539,2964,1,0,3,,5133484.3,434693.6
14539,920,1,0,4,,5132764.3,434843.6
14539,2968,1,0,3,,5133484.3,434753.6
14539,921,1,0,4,,5132764.3,434858.6
14539,930,1,0,2,,5132764.3,434993.6
14539,2980,1,0,3,,5133484.3,434933.6
14539,1957,1,0,4,,5133154.3,434858.6
14539,1958,1,0,4,,5133154.3,434873.6
14539,2987,1,0,1,,5133484.3,435038.6
14539,1969,1,0,1,,5133154.3,435038.6
14539,2994,1,0,2,,5133484.3,435143.6
14539,1974,1,0,4,,5133169.3,434468.6
14539,3000,1,0,2,,5133499.3,434438.6
14539,1979,1,0,1,,5133169.3,434543.6
14539,956,1,0,4,,5132779.3,434828.6
14539,957,1,0,4,,5132779.3,434843.6
14539,3011,1,0,1,,5133499.3,434603.6
14539,3014,1,0,2,,5133499.3,434648.6
14539,1990,1,0,2,,5133169.3,434708.6
14539,969,1,0,2,,5132794.3,434468.6
14539,1994,1,0,4,,5133169.3,434768.6
14539,970,1,0,2,,5132794.3,434483.6
14539,1997,1,0,4,,5133169.3,434813.6
14539,982,1,0,2,,5132794.3,434663.6
14539,3031,2,2,3,,5133499.3,434903.6
14539,3033,2,1,3,,5133499.3,434933.6
14539,2013,1,0,3,,5133169.3,435053.6
14539,3039,1,0,1,,5133499.3,435023.6
14539,2017,1,0,4,,5133184.3,434468.6
14539,3043,1,0,1,,5133499.3,435083.6
14539,995,1,0,4,,5132794.3,434858.6
14539,3045,2,1,4,,5133499.3,435113.6
14539,2025,1,0,1,,5133184.3,434588.6
14539,2027,1,0,1,,5133184.3,434618.6
14539,2028,1,0,1,,5133184.3,434633.6
14539,1004,3,6,2,,5132794.3,434993.6
14539,3055,1,0,2,,5133514.3,434453.6
14539,2035,1,0,2,,5133184.3,434738.6
14539,3065,1,0,1,,5133514.3,434603.6
14539,2047,2,3,4,,5133184.3,434918.6
14616,1,10,16,4,,5132194.3,434273.6
14616,1025,1,0,2,,5132809.3,434738.6
14616,2,4,5,4,,5132209.3,434273.6
14616,1026,1,0,2,,5132809.3,434753.6
14616,3,2,12,4,,5132209.3,434288.6
14616,4,2,12,4,,5132224.3,434273.6
14616,5,2,1,4,,5132224.3,434288.6
14616,1030,1,0,4,,5132809.3,434813.6
14616,8,2,2,4,,5132239.3,434288.6
14616,9,3,9,4,,5132239.3,434303.6
14616,13,3,11,4,,5132254.3,434303.6
14616,2061,1,0,4,,5133199.3,434483.6
14616,3085,1,0,3,,5133514.3,434903.6
14616,14,2,4,4,,5132254.3,434318.6
14616,2063,1,0,3,,5133199.3,434513.6
14616,1040,1,0,2,,5132809.3,434963.6
14616,2064,1,0,1,,5133199.3,434528.6
14616,2066,1,0,1,,5133199.3,434558.6
14616,1042,1,0,2,,5132809.3,434993.6
14616,19,2,3,4,,5132269.3,434303.6
14616,20,2,5,4,,5132269.3,434318.6
14616,1045,1,0,1,,5132824.3,434468.6
14616,2069,1,0,1,,5133199.3,434603.6
14616,21,2,7,4,,5132269.3,434333.6
14616,22,1,0,4,,5132269.3,434348.6
14616,3094,1,0,1,,5133514.3,435038.6
14616,2070,2,1,1,,5133199.3,434618.6
14616,23,1,0,4,,5132269.3,434363.6
14616,1050,1,0,3,,5132824.3,434543.6
14616,2074,1,0,2,,5133199.3,434678.6
14616,27,1,0,4,,5132284.3,434318.6
14616,28,3,13,4,,5132284.3,434333.6
14616,1053,1,0,2,,5132824.3,434588.6
14616,29,1,0,4,,5132284.3,434348.6
14616,30,2,4,4,,5132284.3,434363.6
14616,31,1,0,4,,5132284.3,434378.6
14616,37,2,7,4,,5132299.3,434333.6
14616,3109,1,0,2,,5133529.3,434453.6
14616,2086,1,0,2,,5133199.3,434858.6
14616,1062,2,3,2,,5132824.3,434723.6
14616,39,1,0,4,,5132299.3,434363.6
14616,40,1,0,4,,5132299.3,434378.6
14616,41,1,0,4,,5132299.3,434393.6
14616,1068,1,0,4,,5132824.3,434813.6
14616,3123,1,0,3,,5133529.3,434663.6
14616,2099,1,0,3,,5133199.3,435053.6
14616,52,2,4,4,,5132314.3,434393.6
14616,1077,2,11,2,,5132824.3,434948.6
14616,53,1,0,4,,5132314.3,434408.6
14616,1079,1,0,2,,5132824.3,434978.6
14616,56,1,0,4,,5132314.3,434453.6
14616,2105,1,0,4,,5133214.3,434498.6
14616,57,1,0,4,,5132314.3,434468.6
14616,2107,1,0,1,,5133214.3,434528.6
14616,62,1,0,4,,5132329.3,434348.6
14616,1088,1,0,3,,5132839.3,434543.6
14616,2112,1,0,1,,5133214.3,434603.6
14616,67,1,0,4,,5132329.3,434423.6
14616,3140,1,0,3,,5133529.3,434918.6
14616,3141,1,0,3,,5133529.3,434933.6
14616,1094,1,0,4,,5132839.3,434633.6
14616,3143,1,0,1,,5133529.3,434963.6
14616,3144,1,0,1,,5133529.3,434978.6
14616,72,1,0,2,,5132329.3,434498.6
14616,1098,1,0,4,,5132839.3,434693.6
14616,1100,1,0,4,,5132839.3,434723.6
14616,2127,1,0,2,,5133214.3,434828.6
14616,80,1,0,4,,5132344.3,434408.6
14616,1104,1,0,4,,5132839.3,434783.6
14616,82,1,0,4,,5132344.3,434438.6
14616,1107,1,0,4,,5132839.3,434828.6
14616,3155,1,0,2,,5133529.3,435143.6
14616,2135,1,0,4,,5133214.3,434948.6
14616,2142,1,0,3,,5133214.3,435053.6
14616,95,1,0,4,,5132359.3,434393.6
14616,3169,1,0,1,,5133544.3,434543.6
14616,1122,1,0,3,,5132854.3,434483.6
14616,1124,1,0,3,,5132854.3,434513.6
14616,102,1,0,2,,5132359.3,434498.6
14616,2151,2,9,1,,5133229.3,434528.6
14616,2152,1,0,1,,5133229.3,434543.6
14616,3177,1,0,4,,5133544.3,434663.6
14616,105,2,4,2,,5132359.3,434543.6
14616,106,1,0,4,,5132359.3,434558.6
14616,1137,2,7,4,,5132854.3,434708.6
14616,1138,1,0,4,,5132854.3,434723.6
14616,115,2,8,4,,5132374.3,434438.6
14616,116,1,0,4,,5132374.3,434453.6
14616,3191,1,0,3,,5133544.3,434873.6
14616,119,1,0,4,,5132374.3,434498.6
14616,1144,1,0,4,,5132854.3,434813.6
14616,121,1,0,2,,5132374.3,434528.6
14616,124,2,10,4,,5132374.3,434573.6
14616,2175,2,2,4,,5133229.3,434888.6
14616,1153,1,0,2,,5132854.3,434948.6
14616,3204,1,0,4,,5133544.3,435068.6
14616,1157,2,10,3,,5132854.3,435008.6
14616,3207,1,0,2,,5133544.3,435113.6
14616,1159,1,0,1,,5132869.3,434468.6
14616,1163,1,0,3,,5132869.3,434528.6
14616,3212,1,0,3,,5133559.3,434363.6
14616,2189,1,0,3,,5133229.3,435098.6
14616,3213,1,0,3,,5133559.3,434378.6
14616,141,1,0,4,,5132389.3,434573.6
14616,3214,1,0,2,,5133559.3,434393.6
14616,143,1,0,4,,5132389.3,434603.6
14616,3217,1,0,3,,5133559.3,434438.6
14616,3218,1,0,3,,5133559.3,434453.6
14616,1171,1,0,4,,5132869.3,434648.6
14616,148,1,0,4,,5132404.3,434393.6
14616,2198,2,8,1,,5133244.3,434573.6
14616,1175,2,7,4,,5132869.3,434708.6
14616,153,2,10,4,,5132404.3,434468.6
14616,154,1,0,4,,5132404.3,434483.6
14616,1178,1,0,4,,5132869.3,434753.6
14616,155,1,0,4,,5132404.3,434498.6
14616,3227,1,0,1,,5133559.3,434588.6
14616,1180,1,0,4,,5132869.3,434783.6
14616,156,1,0,4,,5132404.3,434513.6
14616,3231,1,0,1,,5133559.3,434648.6
14616,159,1,0,4,,5132404.3,434558.6
14616,1183,1,0,4,,5132869.3,434828.6
14616,1185,1,0,4,,5132869.3,434858.6
14616,162,3,5,4,,5132404.3,434603.6
14616,1187,1,0,2,,5132869.3,434888.6
14616,163,1,0,4,,5132404.3,434618.6
14616,3236,1,0,3,,5133559.3,434723.6
14616,165,1,0,4,,5132404.3,434648.6
14616,2213,1,0,3,,5133244.3,434798.6
14616,168,1,0,3,,5132419.3,434393.6
14616,2218,1,0,4,,5133244.3,434873.6
14616,1194,1,0,3,,5132869.3,434993.6
14616,1195,1,0,3,,5132869.3,435008.6
14616,173,1,0,4,,5132419.3,434468.6
14616,174,1,0,4,,5132419.3,434483.6
14616,181,1,0,4,,5132419.3,434588.6
14616,182,1,0,2,,5132419.3,434603.6
14616,185,2,5,4,,5132419.3,434648.6
14616,1209,1,0,4,,5132884.3,434633.6
14616,2235,1,0,1,,5133259.3,434468.6
14616,1211,1,0,4,,5132884.3,434663.6
14616,189,1,0,3,,5132434.3,434393.6
14616,2240,2,1,1,,5133259.3,434543.6
14616,195,1,0,2,,5132434.3,434483.6
14616,196,2,5,4,,5132434.3,434498.6
14616,198,1,0,4,,5132434.3,434528.6
14616,1223,1,0,4,,5132884.3,434843.6
14616,1224,1,0,2,,5132884.3,434858.6
14616,2249,1,0,2,,5133259.3,434678.6
14616,205,3,11,4,,5132434.3,434633.6
14616,208,1,0,4,,5132434.3,434678.6
14616,2257,1,0,3,,5133259.3,434798.6
14616,1239,1,0,2,,5132899.3,434498.6
14616,2266,1,0,4,,5133259.3,434933.6
14616,2267,1,0,4,,5133259.3,434948.6
14616,225,1,0,2,,5132449.3,434603.6
14616,1249,1,0,4,,5132899.3,434648.6
14616,3298,1,0,3,,5133574.3,434813.6
14616,1250,1,0,4,,5132899.3,434663.6
14616,2275,2,2,1,,5133259.3,435068.6
14616,228,1,0,3,,5132449.3,434648.6
14616,230,2,4,3,,5132449.3,434678.6
14616,3302,1,0,3,,5133574.3,434873.6
14616,1254,1,0,4,,5132899.3,434723.6
14616,232,2,8,4,,5132449.3,434708.6
14616,233,1,0,4,,5132449.3,434723.6
14616,2286,1,0,1,,5133274.3,434573.6
14616,238,1,0,2,,5132464.3,434438.6
14616,2287,1,0,1,,5133274.3,434588.6
14616,1263,1,0,2,,5132899.3,434858.6
14616,2288,1,0,2,,5133274.3,434603.6
14616,1265,2,2,2,,5132899.3,434888.6
14616,1270,1,0,3,,5132899.3,434963.6
14616,247,1,0,4,,5132464.3,434573.6
14616,1271,2,5,3,,5132899.3,434978.6
14616,2298,1,0,3,,5133274.3,434753.6
14616,1274,2,6,4,,5132899.3,435023.6
14616,2299,1,0,3,,5133274.3,434768.6
14616,1278,1,0,2,,5132914.3,434498.6
14616,254,1,0,3,,5132464.3,434678.6
14616,255,1,0,4,,5132464.3,434693.6
14616,2305,1,0,4,,5133274.3,434858.6
14616,258,1,0,4,,5132464.3,434738.6
14616,259,1,0,4,,5132464.3,434753.6
14616,3332,1,0,3,,5133589.3,434468.6
14616,3333,1,0,3,,5133589.3,434483.6
14616,1285,1,0,4,,5132914.3,434603.6
14616,1286,1,0,4,,5132914.3,434618.6
14616,1290,1,0,4,,5132914.3,434678.6
14616,3344,1,0,1,,5133589.3,434648.6
14616,273,1,0,3,,5132479.3,434603.6
14616,274,1,0,3,,5132479.3,434618.6
14616,1298,1,0,2,,5132914.3,434798.6
14616,3347,1,0,1,,5133589.3,434693.6
14616,279,1,0,4,,5132479.3,434693.6
14616,2329,1,0,1,,5133289.3,434543.6
14616,284,1,0,4,,5132479.3,434768.6
14616,3357,1,0,3,,5133589.3,434843.6
14616,1311,1,0,3,,5132914.3,434993.6
14616,2341,1,0,3,,5133289.3,434723.6
14616,3365,1,0,5,,5133589.3,434963.6
14616,298,2,1,4,,5132494.3,434588.6
14616,1323,1,0,4,,5132929.3,434588.6
14616,300,1,0,4,,5132494.3,434618.6
14616,2349,2,2,4,,5133289.3,434843.6
14616,3375,1,0,4,,5133589.3,435113.6
14616,1328,1,0,2,,5132929.3,434663.6
14616,3377,1,0,4,,5133589.3,435143.6
14616,307,1,0,4,,5132494.3,434723.6
14616,308,1,0,4,,5132494.3,434738.6
14616,3382,1,0,3,,5133604.3,434363.6
14616,2358,1,0,3,,5133289.3,434978.6
14616,1336,1,0,2,,5132929.3,434783.6
14616,1340,1,0,2,,5132929.3,434843.6
14616,2366,1,0,1,,5133289.3,435098.6
14616,3391,1,0,1,,5133604.3,434498.6
14616,3393,1,0,1,,5133604.3,434528.6
14616,3396,1,0,1,,5133604.3,434573.6
14616,325,1,0,4,,5132509.3,434588.6
14616,2373,1,0,1,,5133304.3,434528.6
14616,3401,1,0,1,,5133604.3,434648.6
14616,2378,1,0,2,,5133304.3,434603.6
14616,3403,1,0,4,,5133604.3,434678.6
14616,333,1,0,4,,5132509.3,434708.6
14616,2383,1,0,3,,5133304.3,434678.6
14616,2384,2,11,3,,5133304.3,434693.6
14616,3408,1,0,2,,5133604.3,434753.6
14616,1361,1,0,4,,5132944.3,434558.6
14616,337,1,0,2,,5132509.3,434768.6
14616,3410,1,0,3,,5133604.3,434783.6
14616,3411,1,0,3,,5133604.3,434798.6
14616,339,1,0,4,,5132509.3,434798.6
14616,3415,1,0,1,,5133604.3,434858.6
14616,344,1,0,2,,5132524.3,434468.6
14616,1368,1,0,2,,5132944.3,434663.6
14616,3417,1,0,3,,5133619.3,434348.6
14616,1370,1,0,4,,5132944.3,434693.6
14616,350,1,0,4,,5132524.3,434558.6
14616,3426,1,0,3,,5133619.3,434483.6
14616,354,1,0,4,,5132524.3,434618.6
14616,356,1,0,4,,5132524.3,434648.6
14616,2405,1,0,4,,5133304.3,435008.6
14616,1382,1,0,2,,5132944.3,434873.6
14616,359,1,0,4,,5132524.3,434693.6
14616,360,1,0,4,,5132524.3,434708.6
14616,2411,1,0,3,,5133304.3,435098.6
14616,1387,2,11,3,,5132944.3,434948.6
14616,365,1,0,4,,5132524.3,434783.6
14616,1391,1,0,4,,5132944.3,435008.6
14616,1392,3,9,4,,5132944.3,435023.6
14616,369,2,6,2,,5132524.3,434843.6
14616,1395,1,0,4,,5132959.3,434468.6
14616,376,1,0,3,,5132539.3,434513.6
