Cow_id, Years, Pixel_id, times of visiting back to pixel, period value,Vegetation class,Northing,Easting
14493,2015,808,1,\N,4,5132719.3,434813.6
14493,2015,2857,2,9.0,4,5133454.3,434633.6
14493,2015,2858,1,\N,4,5133454.3,434648.6
14493,2015,1834,1,\N,2,5133109.3,434918.6
14493,2015,2860,1,\N,3,5133454.3,434678.6
14493,2015,2862,2,2.0,3,5133454.3,434708.6
14493,2015,1839,1,\N,1,5133109.3,434993.6
14493,2015,1843,1,\N,3,5133109.3,435053.6
14493,2015,821,3,4.0,4,5132734.3,434468.6
14493,2015,1850,1,\N,3,5133124.3,434528.6
14493,2015,1852,1,\N,1,5133124.3,434558.6
14493,2015,1854,1,\N,1,5133124.3,434588.6
14493,2015,1855,2,11.0,1,5133124.3,434603.6
14493,2015,2882,1,\N,1,5133454.3,435008.6
14493,2015,1861,1,\N,3,5133124.3,434693.6
14493,2015,2889,1,\N,3,5133454.3,435113.6
14493,2015,843,1,\N,2,5132734.3,434798.6
14493,2015,844,2,11.0,4,5132734.3,434813.6
14493,2015,2893,2,9.0,2,5133469.3,434408.6
14493,2015,847,1,\N,4,5132734.3,434858.6
14493,2015,848,1,\N,4,5132734.3,434873.6
14493,2015,2898,1,\N,4,5133469.3,434483.6
14493,2015,1875,2,13.0,2,5133124.3,434903.6
14493,2015,2904,1,\N,3,5133469.3,434573.6
14493,2015,1881,1,\N,1,5133124.3,434993.6
14493,2015,865,1,\N,2,5132749.3,434573.6
14493,2015,2913,1,\N,3,5133469.3,434708.6
14493,2015,2915,1,\N,3,5133469.3,434738.6
14493,2015,1892,1,\N,3,5133139.3,434528.6
14493,2015,2919,1,\N,4,5133469.3,434798.6
14493,2015,877,1,\N,2,5132749.3,434753.6
14493,2015,883,1,\N,4,5132749.3,434843.6
14493,2015,1907,1,\N,2,5133139.3,434753.6
14493,2015,886,1,\N,4,5132749.3,434888.6
14493,2015,1911,1,\N,2,5133139.3,434813.6
14493,2015,1912,1,\N,2,5133139.3,434828.6
14493,2015,1915,1,\N,4,5133139.3,434873.6
14493,2015,891,1,\N,2,5132749.3,434963.6
14493,2015,1916,1,\N,2,5133139.3,434888.6
14493,2015,1917,1,\N,2,5133139.3,434903.6
14493,2015,897,2,10.0,2,5132764.3,434498.6
14493,2015,2949,1,\N,4,5133484.3,434468.6
14493,2015,2954,1,\N,3,5133484.3,434543.6
14493,2015,2961,2,13.0,1,5133484.3,434648.6
14493,2015,2962,1,\N,1,5133484.3,434663.6
14493,2015,2966,1,\N,3,5133484.3,434723.6
14493,2015,919,1,\N,4,5132764.3,434828.6
14493,2015,920,1,\N,4,5132764.3,434843.6
14493,2015,1948,1,\N,2,5133154.3,434723.6
14493,2015,929,1,\N,2,5132764.3,434978.6
14493,2015,1954,1,\N,2,5133154.3,434813.6
14493,2015,932,2,3.0,2,5132779.3,434468.6
14493,2015,1957,1,\N,4,5133154.3,434858.6
14493,2015,1964,1,\N,1,5133154.3,434963.6
14493,2015,1967,1,\N,1,5133154.3,435008.6
14493,2015,1972,1,\N,3,5133154.3,435083.6
14493,2015,2997,1,\N,3,5133499.3,434393.6
14493,2015,950,1,\N,2,5132779.3,434738.6
14493,2015,954,1,\N,2,5132779.3,434798.6
14493,2015,1979,1,\N,1,5133169.3,434543.6
14493,2015,955,1,\N,2,5132779.3,434813.6
14493,2015,956,2,4.0,4,5132779.3,434828.6
14493,2015,958,1,\N,4,5132779.3,434858.6
14493,2015,3009,1,\N,3,5133499.3,434573.6
14493,2015,3013,1,\N,2,5133499.3,434633.6
14493,2015,3015,1,\N,1,5133499.3,434663.6
14493,2015,3017,2,2.0,3,5133499.3,434693.6
14493,2015,969,1,\N,2,5132794.3,434468.6
14493,2015,971,2,10.0,2,5132794.3,434498.6
14493,2015,1996,1,\N,4,5133169.3,434798.6
14493,2015,3022,1,\N,3,5133499.3,434768.6
14493,2015,1999,2,4.0,4,5133169.3,434843.6
14493,2015,2000,1,\N,4,5133169.3,434858.6
14493,2015,3024,1,\N,4,5133499.3,434798.6
14493,2015,2002,1,\N,2,5133169.3,434888.6
14493,2015,2003,1,\N,2,5133169.3,434903.6
14493,2015,3028,1,\N,3,5133499.3,434858.6
14493,2015,2012,1,\N,3,5133169.3,435038.6
14493,2015,2015,2,7.0,3,5133169.3,435083.6
14493,2015,3040,1,\N,1,5133499.3,435038.6
14493,2015,994,1,\N,4,5132794.3,434843.6
14493,2015,2022,1,\N,1,5133184.3,434543.6
14493,2015,1000,1,\N,2,5132794.3,434933.6
14493,2015,3050,5,2.75,2,5133514.3,434378.6
14493,2015,1002,1,\N,2,5132794.3,434963.6
14493,2015,2030,1,\N,2,5133184.3,434663.6
14493,2015,2033,1,\N,2,5133184.3,434708.6
14493,2015,1009,1,\N,3,5132809.3,434498.6
14493,2015,1010,1,\N,3,5132809.3,434513.6
14493,2015,3060,1,\N,3,5133514.3,434528.6
14493,2015,2040,1,\N,4,5133184.3,434813.6
14493,2015,2041,1,\N,4,5133184.3,434828.6
14493,2015,2042,2,5.0,4,5133184.3,434843.6
14493,2015,1022,1,\N,2,5132809.3,434693.6
14539,2015,1,8,1.8571428571428572,4,5132194.3,434273.6
14539,2015,3073,1,\N,3,5133514.3,434723.6
14539,2015,2,4,2.0,4,5132209.3,434273.6
14539,2015,3,1,\N,4,5132209.3,434288.6
14539,2015,4,2,5.0,4,5132224.3,434273.6
14539,2015,5,1,\N,4,5132224.3,434288.6
14539,2015,1030,1,\N,4,5132809.3,434813.6
14539,2015,8,2,3.0,4,5132239.3,434288.6
14539,2015,9,2,3.0,4,5132239.3,434303.6
14539,2015,3081,1,\N,3,5133514.3,434843.6
14539,2015,3082,1,\N,3,5133514.3,434858.6
14539,2015,3084,1,\N,3,5133514.3,434888.6
14539,2015,3085,1,\N,3,5133514.3,434903.6
14539,2015,14,1,\N,4,5132254.3,434318.6
14539,2015,15,1,\N,4,5132254.3,434333.6
14539,2015,3087,1,\N,3,5133514.3,434933.6
14539,2015,3090,1,\N,1,5133514.3,434978.6
14539,2015,1042,1,\N,2,5132809.3,434993.6
14539,2015,19,1,\N,4,5132269.3,434303.6
14539,2015,21,2,11.0,4,5132269.3,434333.6
14539,2015,22,1,\N,4,5132269.3,434348.6
14539,2015,1048,1,\N,3,5132824.3,434513.6
14539,2015,27,1,\N,4,5132284.3,434318.6
14539,2015,28,1,\N,4,5132284.3,434333.6
14539,2015,29,1,\N,4,5132284.3,434348.6
14539,2015,30,2,9.0,4,5132284.3,434363.6
14539,2015,31,2,9.0,4,5132284.3,434378.6
14539,2015,2079,1,\N,2,5133199.3,434753.6
14539,2015,33,1,\N,4,5132284.3,434408.6
14539,2015,2082,1,\N,4,5133199.3,434798.6
14539,2015,2083,1,\N,2,5133199.3,434813.6
14539,2015,36,2,6.0,4,5132299.3,434318.6
14539,2015,40,1,\N,4,5132299.3,434378.6
14539,2015,41,1,\N,4,5132299.3,434393.6
14539,2015,1066,1,\N,4,5132824.3,434783.6
14539,2015,3117,1,\N,1,5133529.3,434573.6
14539,2015,48,1,\N,4,5132314.3,434333.6
14539,2015,1073,1,\N,2,5132824.3,434888.6
14539,2015,50,1,\N,4,5132314.3,434363.6
14539,2015,3122,1,\N,1,5133529.3,434648.6
14539,2015,2099,1,\N,3,5133199.3,435053.6
14539,2015,52,1,\N,4,5132314.3,434393.6
14539,2015,3124,1,\N,3,5133529.3,434678.6
14539,2015,2100,1,\N,3,5133199.3,435068.6
14539,2015,3125,2,3.0,3,5133529.3,434693.6
14539,2015,2101,1,\N,3,5133199.3,435083.6
14539,2015,2103,1,\N,2,5133214.3,434468.6
14539,2015,3128,1,\N,3,5133529.3,434738.6
14539,2015,1081,1,\N,2,5132824.3,435008.6
14539,2015,2107,1,\N,1,5133214.3,434528.6
14539,2015,2109,2,1.0,1,5133214.3,434558.6
14539,2015,3133,1,\N,4,5133529.3,434813.6
14539,2015,62,1,\N,4,5132329.3,434348.6
14539,2015,3136,1,\N,3,5133529.3,434858.6
14539,2015,3138,1,\N,3,5133529.3,434888.6
14539,2015,3139,1,\N,3,5133529.3,434903.6
14539,2015,3140,1,\N,3,5133529.3,434918.6
14539,2015,3145,1,\N,1,5133529.3,434993.6
14539,2015,1099,1,\N,4,5132839.3,434708.6
14539,2015,1102,1,\N,4,5132839.3,434753.6
14539,2015,80,1,\N,4,5132344.3,434408.6
14539,2015,2128,1,\N,2,5133214.3,434843.6
14539,2015,1104,1,\N,4,5132839.3,434783.6
14539,2015,81,1,\N,4,5132344.3,434423.6
14539,2015,1113,1,\N,2,5132839.3,434918.6
14539,2015,3162,2,15.0,2,5133544.3,434438.6
14539,2015,92,1,\N,2,5132359.3,434348.6
14539,2015,1117,2,9.0,2,5132839.3,434978.6
14539,2015,3165,1,\N,3,5133544.3,434483.6
14539,2015,1119,1,\N,3,5132839.3,435008.6
14539,2015,2143,1,\N,3,5133214.3,435068.6
14539,2015,3168,1,\N,1,5133544.3,434528.6
14539,2015,2144,2,8.0,3,5133214.3,435083.6
14539,2015,96,1,\N,4,5132359.3,434408.6
14539,2015,2145,1,\N,3,5133214.3,435098.6
14539,2015,1121,1,\N,1,5132854.3,434468.6
14539,2015,3170,1,\N,1,5133544.3,434558.6
14539,2015,1125,1,\N,3,5132854.3,434528.6
14539,2015,3176,1,\N,1,5133544.3,434648.6
14539,2015,1130,1,\N,2,5132854.3,434603.6
14539,2015,3178,2,2.0,3,5133544.3,434678.6
14539,2015,1131,1,\N,4,5132854.3,434618.6
14539,2015,3180,1,\N,3,5133544.3,434708.6
14539,2015,3181,1,\N,3,5133544.3,434723.6
14539,2015,110,1,\N,4,5132374.3,434363.6
14539,2015,2158,1,\N,2,5133229.3,434633.6
14539,2015,2162,1,\N,2,5133229.3,434693.6
14539,2015,115,2,3.0,4,5132374.3,434438.6
14539,2015,1139,2,13.0,4,5132854.3,434738.6
14539,2015,3187,1,\N,3,5133544.3,434813.6
14539,2015,2163,1,\N,2,5133229.3,434708.6
14539,2015,1141,1,\N,4,5132854.3,434768.6
14539,2015,3192,1,\N,3,5133544.3,434888.6
14539,2015,3196,1,\N,1,5133544.3,434948.6
14539,2015,2172,1,\N,3,5133229.3,434843.6
14539,2015,1149,1,\N,2,5132854.3,434888.6
14539,2015,3198,1,\N,1,5133544.3,434978.6
14539,2015,133,1,\N,4,5132389.3,434453.6
14539,2015,1157,5,3.5,3,5132854.3,435008.6
14539,2015,2183,1,\N,3,5133229.3,435008.6
14539,2015,3207,2,5.0,2,5133544.3,435113.6
14539,2015,1166,1,\N,3,5132869.3,434573.6
14539,2015,3215,1,\N,2,5133559.3,434408.6
14539,2015,3216,2,3.0,3,5133559.3,434423.6
14539,2015,147,1,\N,4,5132404.3,434378.6
14539,2015,2195,1,\N,1,5133244.3,434528.6
14539,2015,2197,2,1.0,1,5133244.3,434558.6
14539,2015,2199,2,9.0,1,5133244.3,434588.6
14539,2015,3223,1,\N,1,5133559.3,434528.6
14539,2015,153,2,6.0,4,5132404.3,434468.6
14539,2015,155,3,6.0,4,5132404.3,434498.6
14539,2015,1179,1,\N,4,5132869.3,434768.6
14539,2015,156,2,7.0,4,5132404.3,434513.6
14539,2015,2205,1,\N,2,5133244.3,434678.6
14539,2015,158,1,\N,4,5132404.3,434543.6
14539,2015,3231,2,2.0,1,5133559.3,434648.6
14539,2015,160,1,\N,4,5132404.3,434573.6
14539,2015,1185,1,\N,4,5132869.3,434858.6
14539,2015,162,1,\N,4,5132404.3,434603.6
14539,2015,1186,1,\N,2,5132869.3,434873.6
14539,2015,3235,1,\N,3,5133559.3,434708.6
14539,2015,3236,1,\N,3,5133559.3,434723.6
14539,2015,2218,1,\N,4,5133244.3,434873.6
14539,2015,3242,1,\N,3,5133559.3,434813.6
14539,2015,1195,1,\N,3,5132869.3,435008.6
14539,2015,3244,1,\N,3,5133559.3,434843.6
14539,2015,2225,1,\N,4,5133244.3,434978.6
14539,2015,177,1,\N,4,5132419.3,434528.6
14539,2015,180,1,\N,4,5132419.3,434573.6
14539,2015,3252,1,\N,1,5133559.3,434963.6
14539,2015,182,1,\N,2,5132419.3,434603.6
14539,2015,183,1,\N,4,5132419.3,434618.6
14539,2015,184,1,\N,4,5132419.3,434633.6
14539,2015,185,2,10.0,4,5132419.3,434648.6
14539,2015,3260,1,\N,4,5133559.3,435083.6
14539,2015,2239,1,\N,1,5133259.3,434528.6
14539,2015,2240,1,\N,1,5133259.3,434543.6
14539,2015,3265,1,\N,4,5133559.3,435158.6
14539,2015,194,1,\N,4,5132434.3,434468.6
14539,2015,1221,1,\N,4,5132884.3,434813.6
14539,2015,199,2,6.0,4,5132434.3,434543.6
14539,2015,1223,2,12.0,4,5132884.3,434843.6
14539,2015,2249,1,\N,2,5133259.3,434678.6
14539,2015,203,1,\N,2,5132434.3,434603.6
14539,2015,3275,2,4.0,3,5133574.3,434468.6
14539,2015,1228,1,\N,2,5132884.3,434918.6
14539,2015,205,1,\N,4,5132434.3,434633.6
14539,2015,206,1,\N,4,5132434.3,434648.6
14539,2015,207,2,10.0,4,5132434.3,434663.6
14539,2015,3281,1,\N,1,5133574.3,434558.6
14539,2015,209,1,\N,4,5132434.3,434693.6
14539,2015,3282,1,\N,1,5133574.3,434573.6
14539,2015,1234,1,\N,3,5132884.3,435008.6
14539,2015,2259,1,\N,3,5133259.3,434828.6
14539,2015,212,1,\N,3,5132449.3,434408.6
14539,2015,3290,1,\N,3,5133574.3,434693.6
14539,2015,3292,1,\N,2,5133574.3,434723.6
14539,2015,3294,1,\N,2,5133574.3,434753.6
14539,2015,2272,1,\N,3,5133259.3,435023.6
14539,2015,1249,1,\N,4,5132899.3,434648.6
14539,2015,3298,2,4.0,3,5133574.3,434813.6
14539,2015,3299,1,\N,3,5133574.3,434828.6
14539,2015,2275,1,\N,1,5133259.3,435068.6
14539,2015,3301,1,\N,3,5133574.3,434858.6
14539,2015,1253,1,\N,4,5132899.3,434708.6
14539,2015,230,2,1.0,3,5132449.3,434678.6
14539,2015,232,2,3.0,4,5132449.3,434708.6
14539,2015,233,1,\N,4,5132449.3,434723.6
14539,2015,3308,1,\N,1,5133574.3,434963.6
14539,2015,1265,1,\N,2,5132899.3,434888.6
14539,2015,2290,1,\N,2,5133274.3,434633.6
14539,2015,245,1,\N,2,5132464.3,434543.6
14539,2015,1272,1,\N,3,5132899.3,434993.6
14539,2015,1273,2,11.0,3,5132899.3,435008.6
14539,2015,1274,1,\N,4,5132899.3,435023.6
14539,2015,2305,1,\N,4,5133274.3,434858.6
14539,2015,261,3,3.0,2,5132479.3,434423.6
14539,2015,1285,1,\N,4,5132914.3,434603.6
14539,2015,1286,1,\N,4,5132914.3,434618.6
14539,2015,3334,1,\N,1,5133589.3,434498.6
14539,2015,1287,1,\N,4,5132914.3,434633.6
14539,2015,265,1,\N,4,5132479.3,434483.6
14539,2015,3337,1,\N,1,5133589.3,434543.6
14539,2015,1290,1,\N,4,5132914.3,434678.6
14539,2015,2319,1,\N,1,5133274.3,435068.6
14539,2015,1296,1,\N,2,5132914.3,434768.6
14539,2015,2321,1,\N,1,5133274.3,435098.6
14539,2015,1301,1,\N,2,5132914.3,434843.6
14539,2015,3350,1,\N,2,5133589.3,434738.6
14539,2015,1303,1,\N,2,5132914.3,434873.6
14539,2015,281,1,\N,4,5132479.3,434723.6
14539,2015,3354,1,\N,3,5133589.3,434798.6
14539,2015,2332,1,\N,1,5133289.3,434588.6
14539,2015,2333,1,\N,2,5133289.3,434603.6
14539,2015,3360,1,\N,3,5133589.3,434888.6
14539,2015,2336,2,14.0,2,5133289.3,434648.6
14539,2015,3361,2,5.0,3,5133589.3,434903.6
14539,2015,2337,1,\N,2,5133289.3,434663.6
14539,2015,2339,1,\N,3,5133289.3,434693.6
14539,2015,3367,1,\N,2,5133589.3,434993.6
14539,2015,3369,1,\N,4,5133589.3,435023.6
14539,2015,2347,2,8.0,4,5133289.3,434813.6
14539,2015,1324,1,\N,4,5132929.3,434603.6
14539,2015,1331,1,\N,4,5132929.3,434708.6
14539,2015,311,2,2.0,4,5132494.3,434783.6
14539,2015,312,1,\N,4,5132494.3,434798.6
14539,2015,315,2,6.0,2,5132509.3,434438.6
14539,2015,2366,1,\N,1,5133289.3,435098.6
14539,2015,318,1,\N,2,5132509.3,434483.6
14539,2015,320,1,\N,2,5132509.3,434513.6
14539,2015,2374,1,\N,1,5133304.3,434543.6
14539,2015,1352,1,\N,4,5132929.3,435023.6
14539,2015,330,1,\N,4,5132509.3,434663.6
14539,2015,2379,1,\N,2,5133304.3,434618.6
14539,2015,334,1,\N,4,5132509.3,434723.6
14539,2015,1361,1,\N,4,5132944.3,434558.6
14539,2015,1362,1,\N,4,5132944.3,434573.6
14539,2015,340,3,4.5,4,5132509.3,434813.6
14539,2015,3414,1,\N,1,5133604.3,434843.6
14539,2015,343,2,11.0,2,5132524.3,434453.6
14539,2015,2391,1,\N,4,5133304.3,434798.6
14539,2015,3416,1,\N,1,5133619.3,434333.6
14539,2015,3417,1,\N,3,5133619.3,434348.6
14539,2015,348,1,\N,2,5132524.3,434528.6
14539,2015,349,1,\N,2,5132524.3,434543.6
14539,2015,351,1,\N,4,5132524.3,434573.6
14539,2015,352,1,\N,4,5132524.3,434588.6
14539,2015,355,1,\N,4,5132524.3,434633.6
14539,2015,1381,1,\N,2,5132944.3,434858.6
14539,2015,1382,3,5.5,2,5132944.3,434873.6
14539,2015,2409,1,\N,3,5133304.3,435068.6
14539,2015,361,1,\N,4,5132524.3,434723.6
14539,2015,362,1,\N,2,5132524.3,434738.6
14539,2015,1391,2,14.0,4,5132944.3,435008.6
14539,2015,368,1,\N,2,5132524.3,434828.6
14539,2015,1392,1,\N,4,5132944.3,435023.6
14539,2015,2421,1,\N,3,5133319.3,434573.6
14539,2015,374,1,\N,2,5132539.3,434483.6
14539,2015,2423,1,\N,2,5133319.3,434603.6
14539,2015,3448,1,\N,3,5133619.3,434813.6
14539,2015,3449,1,\N,3,5133619.3,434828.6
14539,2015,2425,1,\N,2,5133319.3,434633.6
14539,2015,2426,1,\N,2,5133319.3,434648.6
14539,2015,2428,1,\N,4,5133319.3,434678.6
14539,2015,1417,1,\N,2,5132959.3,434798.6
14539,2015,393,1,\N,4,5132539.3,434768.6
14539,2015,3466,1,\N,1,5133634.3,434558.6
14539,2015,394,1,\N,4,5132539.3,434783.6
14539,2015,1418,1,\N,2,5132959.3,434813.6
14539,2015,395,1,\N,4,5132539.3,434798.6
14539,2015,1420,1,\N,2,5132959.3,434843.6
14539,2015,398,1,\N,2,5132539.3,434843.6
14539,2015,399,3,2.5,2,5132539.3,434858.6
14539,2015,3473,1,\N,1,5133634.3,434663.6
14539,2015,403,1,\N,2,5132554.3,434468.6
14539,2015,1427,1,\N,2,5132959.3,434948.6
14539,2015,2454,1,\N,3,5133319.3,435068.6
14539,2015,407,1,\N,4,5132554.3,434528.6
14539,2015,1433,1,\N,4,5132959.3,435038.6
14539,2015,3481,2,1.0,3,5133634.3,434783.6
14539,2015,412,1,\N,4,5132554.3,434603.6
14539,2015,1436,1,\N,4,5132974.3,434483.6
14539,2015,2465,1,\N,3,5133334.3,434558.6
14539,2015,420,1,\N,4,5132554.3,434723.6
14539,2015,3493,1,\N,1,5133649.3,434453.6
14539,2015,2469,1,\N,2,5133334.3,434618.6
14539,2015,427,1,\N,2,5132554.3,434828.6
14539,2015,431,1,\N,2,5132554.3,434888.6
14539,2015,3503,1,\N,1,5133649.3,434603.6
14539,2015,1460,1,\N,2,5132974.3,434843.6
14539,2015,437,1,\N,4,5132569.3,434513.6
14539,2015,3510,1,\N,1,5133649.3,434708.6
14539,2015,438,1,\N,4,5132569.3,434528.6
14539,2015,1462,1,\N,2,5132974.3,434873.6
14539,2015,3514,1,\N,3,5133649.3,434768.6
14539,2015,3517,1,\N,3,5133664.3,434318.6
14539,2015,1470,1,\N,4,5132974.3,434993.6
14539,2015,2496,1,\N,3,5133334.3,435023.6
14539,2015,1473,1,\N,4,5132974.3,435038.6
14539,2015,2497,1,\N,3,5133334.3,435038.6
14539,2015,1475,1,\N,4,5132989.3,434468.6
14539,2015,2501,1,\N,3,5133334.3,435098.6
14539,2015,2502,1,\N,3,5133334.3,435113.6
14539,2015,3534,1,\N,1,5133664.3,434573.6
14539,2015,462,1,\N,2,5132569.3,434888.6
14539,2015,463,1,\N,2,5132569.3,434903.6
14539,2015,464,2,7.0,2,5132569.3,434918.6
14539,2015,465,1,\N,4,5132569.3,434933.6
14539,2015,2515,1,\N,2,5133349.3,434618.6
14539,2015,3540,1,\N,1,5133664.3,434663.6
14539,2015,2518,1,\N,2,5133349.3,434663.6
14539,2015,3545,1,\N,1,5133664.3,434738.6
14539,2015,3546,1,\N,1,5133664.3,434753.6
14539,2015,475,1,\N,4,5132584.3,434588.6
14539,2015,3548,1,\N,3,5133679.3,434303.6
14539,2015,2524,1,\N,4,5133349.3,434753.6
14539,2015,477,1,\N,4,5132584.3,434618.6
14539,2015,1502,1,\N,3,5132989.3,434873.6
14539,2015,3551,1,\N,1,5133679.3,434348.6
14539,2015,1505,1,\N,3,5132989.3,434918.6
14539,2015,486,1,\N,4,5132584.3,434753.6
14539,2015,3561,1,\N,1,5133679.3,434498.6
14539,2015,489,1,\N,4,5132584.3,434798.6
14539,2015,2540,1,\N,3,5133349.3,434993.6
14539,2015,495,1,\N,2,5132584.3,434888.6
14539,2015,2545,1,\N,3,5133349.3,435068.6
14539,2015,498,1,\N,4,5132584.3,434933.6
14539,2015,3571,1,\N,3,5133679.3,434648.6
14539,2015,1528,1,\N,2,5133004.3,434663.6
14539,2015,1530,1,\N,2,5133004.3,434693.6
14539,2015,3581,2,7.0,3,5133694.3,434333.6
14539,2015,1533,1,\N,2,5133004.3,434738.6
14539,2015,2557,1,\N,3,5133364.3,434543.6
14539,2015,1535,1,\N,2,5133004.3,434768.6
14539,2015,3585,1,\N,1,5133694.3,434393.6
14539,2015,515,1,\N,2,5132599.3,434678.6
14539,2015,2563,1,\N,2,5133364.3,434633.6
14539,2015,2570,2,4.0,4,5133364.3,434738.6
14539,2015,1553,1,\N,4,5133004.3,435038.6
14539,2015,532,1,\N,2,5132599.3,434933.6
14539,2015,538,1,\N,4,5132614.3,434498.6
14539,2015,3612,1,\N,3,5133709.3,434363.6
14539,2015,545,1,\N,2,5132614.3,434603.6
14539,2015,557,1,\N,4,5132614.3,434783.6
14539,2015,2606,1,\N,3,5133379.3,434573.6
14539,2015,1585,1,\N,2,5133019.3,434903.6
14539,2015,1588,1,\N,4,5133019.3,434948.6
14539,2015,3639,1,\N,3,5133724.3,434333.6
14539,2015,2617,1,\N,4,5133379.3,434738.6
14539,2015,569,2,3.0,4,5132614.3,434963.6
14539,2015,1594,2,11.0,4,5133019.3,435038.6
14539,2015,3643,1,\N,1,5133724.3,434393.6
14539,2015,1595,1,\N,4,5133019.3,435053.6
14539,2015,3644,1,\N,1,5133724.3,434408.6
14539,2015,2620,1,\N,2,5133379.3,434783.6
14539,2015,578,1,\N,2,5132629.3,434573.6
14539,2015,2633,1,\N,3,5133379.3,434978.6
14539,2015,2634,1,\N,1,5133379.3,434993.6
14539,2015,587,1,\N,2,5132629.3,434708.6
14539,2015,2635,1,\N,1,5133379.3,435008.6
14539,2015,3660,1,\N,1,5133724.3,434648.6
14539,2015,3661,1,\N,1,5133724.3,434663.6
14539,2015,3663,1,\N,1,5133739.3,434288.6
14539,2015,592,1,\N,4,5132629.3,434783.6
14539,2015,2642,1,\N,4,5133379.3,435113.6
14539,2015,1624,2,9.0,3,5133034.3,434873.6
14539,2015,3674,1,\N,1,5133739.3,434453.6
14539,2015,602,1,\N,4,5132629.3,434933.6
14539,2015,2651,1,\N,3,5133394.3,434528.6
14539,2015,2652,1,\N,1,5133394.3,434543.6
14539,2015,3679,1,\N,3,5133739.3,434528.6
14539,2015,3682,1,\N,3,5133739.3,434573.6
14539,2015,1635,2,5.0,4,5133034.3,435038.6
14539,2015,1636,1,\N,4,5133034.3,435053.6
14539,2015,2662,2,1.0,4,5133394.3,434693.6
14539,2015,3689,1,\N,1,5133754.3,434333.6
14539,2015,2666,1,\N,2,5133394.3,434753.6
14539,2015,3690,1,\N,1,5133754.3,434348.6
14539,2015,3691,1,\N,1,5133754.3,434363.6
14539,2015,2674,1,\N,1,5133394.3,434873.6
14539,2015,629,2,2.0,4,5132644.3,434813.6
14539,2015,2685,1,\N,3,5133394.3,435038.6
14539,2015,3717,1,\N,3,5133769.3,434498.6
14539,2015,1677,2,6.0,4,5133049.3,435053.6
14539,2015,1679,1,\N,4,5133064.3,434468.6
14539,2015,3727,1,\N,3,5133784.3,434453.6
14539,2015,1684,1,\N,3,5133064.3,434543.6
14539,2015,2711,1,\N,3,5133409.3,434708.6
14539,2015,665,1,\N,4,5132659.3,434828.6
14539,2015,2714,1,\N,3,5133409.3,434753.6
14539,2015,669,1,\N,4,5132659.3,434888.6
14539,2015,671,1,\N,4,5132659.3,434918.6
14539,2015,672,2,13.0,4,5132659.3,434933.6
14539,2015,674,2,1.0,4,5132659.3,434963.6
14539,2015,1707,1,\N,2,5133064.3,434888.6
14539,2015,2738,2,1.0,4,5133409.3,435113.6
14539,2015,2739,1,\N,4,5133409.3,435128.6
14539,2015,1717,1,\N,4,5133064.3,435038.6
14539,2015,1718,2,3.0,3,5133064.3,435053.6
14539,2015,697,1,\N,4,5132674.3,434768.6
14539,2015,700,1,\N,4,5132674.3,434813.6
14539,2015,2749,1,\N,3,5133424.3,434528.6
14539,2015,701,1,\N,4,5132674.3,434828.6
14539,2015,2753,1,\N,4,5133424.3,434588.6
14539,2015,1730,1,\N,1,5133079.3,434618.6
14539,2015,1731,1,\N,1,5133079.3,434633.6
14539,2015,2756,2,1.0,4,5133424.3,434633.6
14539,2015,709,1,\N,4,5132674.3,434948.6
14539,2015,710,1,\N,4,5132674.3,434963.6
14539,2015,2759,1,\N,4,5133424.3,434678.6
14539,2015,713,1,\N,4,5132689.3,434468.6
14539,2015,2763,1,\N,3,5133424.3,434738.6
14539,2015,1744,1,\N,1,5133079.3,434828.6
14539,2015,1746,1,\N,2,5133079.3,434858.6
14539,2015,723,1,\N,2,5132689.3,434618.6
14539,2015,1749,1,\N,2,5133079.3,434903.6
14539,2015,726,1,\N,2,5132689.3,434663.6
14539,2015,2778,1,\N,2,5133424.3,434963.6
14539,2015,2780,1,\N,3,5133424.3,434993.6
14539,2015,1757,1,\N,3,5133079.3,435023.6
14539,2015,1759,1,\N,3,5133079.3,435053.6
14539,2015,735,1,\N,4,5132689.3,434798.6
14539,2015,2784,1,\N,1,5133424.3,435053.6
14539,2015,737,1,\N,4,5132689.3,434828.6
14539,2015,1762,1,\N,2,5133094.3,434468.6
14539,2015,742,1,\N,4,5132689.3,434903.6
14539,2015,744,2,12.0,4,5132689.3,434933.6
14539,2015,747,2,5.0,4,5132689.3,434978.6
14539,2015,2799,1,\N,4,5133439.3,434528.6
14539,2015,1789,1,\N,2,5133094.3,434873.6
14539,2015,2813,1,\N,3,5133439.3,434738.6
14539,2015,774,1,\N,4,5132704.3,434843.6
14539,2015,1800,1,\N,3,5133094.3,435038.6
14539,2015,1801,2,12.0,3,5133094.3,435053.6
14539,2015,2828,1,\N,4,5133439.3,434963.6
14539,2015,1804,1,\N,3,5133109.3,434468.6
14539,2015,2829,1,\N,4,5133439.3,434978.6
14539,2015,781,1,\N,4,5132704.3,434948.6
14539,2015,786,1,\N,4,5132719.3,434483.6
14539,2015,2837,1,\N,3,5133439.3,435098.6
14539,2015,1821,1,\N,2,5133109.3,434723.6
14539,2015,1831,1,\N,4,5133109.3,434873.6
14539,2015,808,1,\N,4,5132719.3,434813.6
14539,2015,1832,1,\N,4,5133109.3,434888.6
14539,2015,2860,1,\N,3,5133454.3,434678.6
